near_radius2,ell,phase_id,ux,uy,uz,near_count,phase_v_count,union_count,max_norm_inf,min_norm2,push_pull_ok,theta_lower_open,theta_upper_closed,theta_interval
3,2,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,2,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,3,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,4,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,2,0,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,3,1,1,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,4,0,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,5,1,0,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,6,0,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,5,7,1,1,1,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,0,0,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
3,6,1,1,0,0,27,189,316,3,4,true,0.8660254037844386,1,sqrt(3/4) < theta <= sqrt(3/3)
